"day","year","month","date","time","address","district","accident_types","suspect_vehicle","victim_vehicle","lat","long"
"Monday","2020","3","3","Afternoon","urip sumuharjo","panakkukang","TK","R2","M","-5.1348243","119.4316818"
"Tuesday","2020","3","3","Afternoon","veteran selatan","mamajang","TM","R2","NOV","-5.162773","119.4212589"
"Tuesday","2020","3","3","Morning","insinyur sutami","tamalanrea","TK","R2","TR","-5.085731","119.4904613"
"Tuesday","2020","2","6","Morning","perintis kemerdekaan","tamalanrea","T","R3","NOV","-5.1402715","119.4832943739"
"Thursday","2020","3","4","Afternoon","pettarani","panakkukang","TL","R3","NOV","-5.1487126","119.4380057"
"Wednesday","2020","3","4","Afternoon","boulevard","panakkukang","TL","R3","R3","-5.1557546","119.4411023"
"Wednesday","2020","3","4","Morning","perintis kemerdekaan","biringkanaya","TK","R2","R3","-5.117784","119.5110136"
"Wednesday","2020","3","5","Night","insinyur sutami","biringkanaya","TL","R2","R2","-5.0762253","119.515201"
"Thursday","2020","3","5","Night","urip sumuharjo","panakkukang","TL","R2","NOV","-5.1348243","119.4316818"
"Thursday","2020","3","5","Night","pettarani","rappocini","OC","R2","NOV","-5.1510383","119.4374766"
"Thursday","2020","3","5","Night","serigala","mamajang","T","R2","R3","-5.1607129","119.4210329"
"Thursday","2020","3","7","Morning","g. batu putih","ujung pandang","TK","R3","R2","-5.1468769","119.4185684"
"Saturday","2020","3","7","Evening","bali","wajo","TK","R2","R3","-5.1296058","119.4101261"
"Saturday","2020","2","29","Evening","malengkeri","tamalate","TB","R2","R3","-5.1875239","119.4339559"
"Saturday","2020","3","8","Afternoon","veteran selatan","mamajang","TK","R2","R3","-5.162773","119.4212589"
"Sunday","2020","3","6","Afternoon","bulukunyi","makassar","TK","R3","Rro","-5.1462898","119.421436"
"Friday","2020","3","7","Morning","perintis kemerdekaan","biringkanaya","TK","R2","R3","-5.117784","119.5110136"
"Saturday","2020","3","7","Evening","tamangapa raya","manggala","TK","R2","R3","-5.1767373","119.4843844"
"Saturday","2020","3","9","Afternoon","kapasa raya","biringkanaya","TK","R2","B","-5.0945064","119.4925577"
"Monday","2020","3","7","Afternoon","gatot subroto","tallo","TK","Rro","TR","-5.1182717","119.4350626"
"Saturday","2020","3","9","Evening","perintis kemerdekaan","tamalanrea","T","R2","NOV","-5.1402715","119.4832943739"
"Monday","2020","3","10","Afternoon","satelit i","biringkanaya","TK","R2","R3","-5.1290339","119.510128"
"Tuesday","2020","3","10","Afternoon","metro tanjung bunga","tamalate","T","R2","NOV","-5.1661576","119.3917443"
"Tuesday","2020","3","7","Afternoon","perintis kemerdekaan","tamalanrea","TK","R2","R3","-5.1402715","119.4832943739"
"Saturday","2020","3","10","Evening","perintis kemerdekaan","biringkanaya","T","R2","NOV","-5.117784","119.5110136"
"Tuesday","2020","3","10","Morning","galangan kapal","tallo","TK","R2","Rro","-5.112275","119.4309818"
"Tuesday","2020","3","9","Afternoon","beruang","mamajang","TK","R3","R2","-5.1590826","119.4194081"
"Monday","2020","3","12","Evening","perintis kemerdekaan","biringkanaya","TM","R2","NOV","-5.117784","119.5110136"
"Thursday","2020","3","11","Morning","sungai saddang baru","rappocini","TK","R2","R2","-5.1492421","119.4318081"
"Wednesday","2020","3","12","Night","sultan alauddin","rappocini","TM","TR","NOV","-5.176566","119.4363938"
"Thursday","2020","3","11","Morning","gunung bulusaraung","ujung pandang","TK","R2","R2","-5.1330062","119.4135683"
"Wednesday","2020","3","9","Morning","pajaiang","biringkanaya","TK","R3","R2","-5.1048027","119.5252166"
"Monday","2020","3","13","Afternoon","urip sumuharjo","panakkukang","TK","R2","R2","-5.1348243","119.4316818"
"Friday","2020","3","13","Night","pettarani","tamalate","TL","R2","NOV","-5.1738401","119.4313806"
"Friday","2020","3","13","Night","nuri","mariso","TK","R3","R2","-5.1613624","119.4092236"
"Friday","2020","3","15","Morning","cendrawasih","mamajang","TK","R3","R2","-5.167086","119.4118044"
"Sunday","2020","3","15","Morning","urip sumuharjo","panakkukang","TL","R2","R2","-5.1348243","119.4316818"
"Sunday","2020","3","16","Afternoon","letjen hertasning","rappocini","TL","R3","R2","-5.1630661","119.4444202"
"Monday","2020","3","14","Night","sam ratulangi","ujung pandang","TM","R3","NOV","-5.1499595","119.4158152"
"Saturday","2020","3","14","Evening","kawasan pergudangan parangloe indah","tamalanrea","T","R2","NOV","-5.10069545","119.48063495647"
"Saturday","2020","3","16","Afternoon","monumen emmy saelan","rappocini","TL","R3","R3","-5.1780744","119.4389103"
"Monday","2020","3","13","Morning","urip sumuharjo","panakkukang","TM","R2","NOV","-5.1348243","119.4316818"
"Friday","2020","3","15","Evening","nikel raya","rappocini","TL","R3","R2","-5.153695","119.4366357"
"Sunday","2020","3","15","Night","ujung bor","manggala","TK","R2","R3","-5.1656257","119.5074161"
"Sunday","2020","3","14","Morning","urip sumuharjo","panakkukang","TK","R2","R2","-5.1348243","119.4316818"
"Saturday","2020","3","17","Night","urip sumuharjo","panakkukang","TL","R2","R2","-5.1348243","119.4316818"
"Tuesday","2020","3","18","Afternoon","tamalate i","rappocini","TL","R2","R2","-5.1675882","119.4479146"
"Wednesday","2020","3","17","Night","perintis kemerdekaan","biringkanaya","TL","R3","NOV","-5.117784","119.5110136"
"Tuesday","2020","3","17","Afternoon","perintis kemerdekaan","biringkanaya","TK","R3","R2","-5.117784","119.5110136"
"Tuesday","2020","3","18","Afternoon","sanrangan","biringkanaya","T","R2","NOV","-5.1063304","119.5203592"
"Wednesday","2020","3","18","Night","galangan kapal","tallo","TL","R2","R2","-5.112275","119.4309818"
"Wednesday","2020","3","18","Morning","maccini kidul","makassar","TM","R3","NOV","-5.1359776","119.4290438"
"Wednesday","2020","3","19","Afternoon","andalas","bontoala","TL","R3","R2","-5.1225458","119.417918"
"Thursday","2020","3","20","Afternoon","sunu","tallo","TK","R2","R2","-5.1247334","119.4296097"
"Friday","2020","3","19","Night","gunung latimojong","bontoala","TK","R2","R3","-5.1405404","119.4208275"
"Thursday","2020","3","19","Evening","andi mappaoddang","tamalate","TL","R2","NOV","-5.2147147","119.4000236"
"Thursday","2020","3","20","Evening","urip sumuharjo","panakkukang","TM","R2","NOV","-5.1348243","119.4316818"
"Friday","2020","3","21","Afternoon","metro tanjung bunga","tamalate","TK","R2","R2","-5.1661576","119.3917443"
"Saturday","2020","3","21","Morning","gunung bawakaraeng","makassar","TM","R2","NOV","-5.1348657","119.4243319"
"Saturday","2020","3","20","Evening","perintis kemerdekaan","tamalanrea","TK","R3","R2","-5.1402715","119.4832943739"
"Friday","2020","3","22","Morning","goa ria","biringkanaya","TK","R2","R2","-5.0810812","119.5253813"
"Sunday","2020","3","13","Evening","sam ratulangi","mamajang","TK","R3","R2","-5.1545939","119.4163683"
"Friday","2020","3","24","Morning","penghibur","ujung pandang","TK","R2","R3","-5.1475209","119.4090861"
"Tuesday","2020","3","22","Evening","dg. ramang","biringkanaya","TL","R2","R2","-5.0965706","119.5192652"
"Sunday","2020","3","24","Afternoon","borong raya","manggala","TL","R3","R2","-5.1620883","119.4635886"
"Tuesday","2020","3","26","Morning","ali malaka","ujung pandang","TK","R2","R3","-5.1404484","119.4086196"
"Thursday","2020","3","25","Night","dg. ramang","biringkanaya","TL","R3","NOV","-5.0965706","119.5192652"
"Wednesday","2020","3","25","Morning","perintis kemerdekaan","tamalanrea","TK","R3","R2","-5.1402715","119.4832943739"
"Wednesday","2020","3","25","Afternoon","perintis kemerdekaan","biringkanaya","TK","R2","R2","-5.117784","119.5110136"
"Wednesday","2020","3","27","Morning","flamboyan","tamalate","T","R2","NOV","-5.1692515","119.4016416"
"Friday","2020","3","27","Evening","perintis kemerdekaan","biringkanaya","TK","R2","R3","-5.117784","119.5110136"
"Friday","2020","3","26","Afternoon","perintis kemerdekaan","biringkanaya","TL","R2","R2","-5.117784","119.5110136"
"Thursday","2020","3","28","Evening","teuku umar raya","tallo","TK","R2","R2","-5.1175544","119.4319332"
"Saturday","2020","3","24","Morning","pettarani","rappocini","TK","R3","R2","-5.1510383","119.4374766"
"Tuesday","2020","3","29","Evening","perintis kemerdekaan","tamalanrea","OC","R2","NOV","-5.1402715","119.4832943739"
"Sunday","2020","3","29","Night","pettarani","rappocini","OC","R2","NOV","-5.1510383","119.4374766"
"Sunday","2020","3","30","Evening","urip sumuharjo","panakkukang","TL","R2","R2","-5.1348243","119.4316818"
"Monday","2020","3","29","Morning","insinyur sutami","biringkanaya","T","R2","NOV","-5.0762253","119.515201"
"Sunday","2020","1","4","Night","perintis kemerdekaan","biringkanaya","TK","R2","R2","-5.117784","119.5110136"
"Saturday","2020","3","30","Morning","perintis kemerdekaan","tamalanrea","TK","R2","R3","-5.1402715","119.4832943739"
"Monday","2020","3","30","Afternoon","perintis kemerdekaan","biringkanaya","TK","R2","R3","-5.117784","119.5110136"
"Monday","2020","3","29","Afternoon","insinyur sutami","tamalanrea","TK","R3","R3","-5.085731","119.4904613"
"Sunday","2020","4","3","Afternoon","perintis kemerdekaan","tamalanrea","T","R2","NOV","-5.1402715","119.4832943739"
"Friday","2020","4","4","Night","abdullah daeng sirua","panakkukang","T","R2","NOV","-5.1513443","119.4494392"
"Saturday","2020","4","3","Night","gunung bawakaraeng","ujung pandang","TK","R2","R3","-5.1348657","119.4243319"
"Friday","2020","4","3","Morning","nusa tamalanrea indah","tamalanrea","T","R2","NOV","-5.1233062","119.49757435463"
"Friday","2020","4","4","Afternoon","perintis kemerdekaan","tamalanrea","TM","R2","NOV","-5.1402715","119.4832943739"
"Saturday","2020","4","3","Night","goa ria","biringkanaya","TL","R2","R3","-5.0810812","119.5253813"
"Friday","2020","4","3","Night","korban 40.000 jiwa","tallo","T","R2","NOV","-5.1254113","119.4351733"
"Friday","2020","4","5","Evening","monumen emmy saelan","rappocini","T","R2","NOV","-5.1780744","119.4389103"
"Sunday","2020","4","4","Evening","metro tanjung bunga","tamalate","T","R2","NOV","-5.1661576","119.3917443"
"Saturday","2020","4","6","Evening","insinyur sutami","tamalanrea","T","R2","NOV","-5.085731","119.4904613"
"Monday","2020","4","7","Afternoon","perintis kemerdekaan","tamalanrea","TL","R2","NOV","-5.1402715","119.4832943739"
"Tuesday","2020","4","9","Morning","veteran selatan","mamajang","TL","R2","NOV","-5.162773","119.4212589"
"Thursday","2020","4","9","Morning","borong raya","manggala","T","R2","NOV","-5.1620883","119.4635886"
"Thursday","2020","4","10","Afternoon","insinyur sutami","tamalanrea","TK","R2","TR","-5.085731","119.4904613"
"Friday","2020","4","9","Morning","borong raya","manggala","TK","R2","R3","-5.1620883","119.4635886"
"Thursday","2020","4","10","Evening","aroepala","rappocini","TM","R2","NOV","-5.1724693","119.4530673"
"Friday","2020","4","8","Afternoon","urip sumuharjo","panakkukang","TM","R2","NOV","-5.1348243","119.4316818"
"Wednesday","2020","4","11","Afternoon","insinyur sutami","biringkanaya","TK","R2","TR","-5.0762253","119.515201"
"Saturday","2020","4","11","Afternoon","urip sumuharjo","panakkukang","TL","R2","R2","-5.1348243","119.4316818"
"Saturday","2020","4","12","Afternoon","daeng tata raya","tamalate","TK","R2","R2","-5.1850019","119.423432"
"Sunday","2020","4","12","Evening","veteran utara","makassar","TK","R2","R2","-5.1392193","119.4233132"
"Sunday","2020","4","10","Morning","karunrung raya","rappocini","TM","R2","NOV","-5.1805817","119.4516159"
"Friday","2020","4","11","Night","gunung bawakaraeng","makassar","T","R2","NOV","-5.1348657","119.4243319"
"Saturday","2020","4","13","Evening","kapasa raya","tamalanrea","TL","R3","R2","-5.1029771","119.4940907"
"Monday","2020","4","12","Morning","perintis kemerdekaan","biringkanaya","TK","R2","R2","-5.117784","119.5110136"
"Sunday","2020","4","13","Afternoon","serigala","mamajang","TK","R2","TR","-5.1607129","119.4210329"
"Monday","2020","4","14","Morning","urip sumuharjo","panakkukang","T","R2","NOV","-5.1348243","119.4316818"
"Tuesday","2020","4","13","Morning","komp. unhas","tallo","TL","R2","NOV","-5.1273889","119.4269936"
"Monday","2020","4","13","Afternoon","inspeksi pam","manggala","TK","R2","R2","-5.1501163","119.4756964"
"Monday","2020","4","14","Night","tamalanrea raya","tamalanrea","T","R2","NOV","-5.1358197","119.5070307"
"Tuesday","2020","4","15","Afternoon","kawasan pergudangan parangloe indah","tamalanrea","TK","R2","R3","-5.10069545","119.48063495647"
"Wednesday","2020","4","13","Morning","sukaria i","panakkukang","T","R2","NOV","-5.1430959","119.4403752"
"Monday","2020","4","14","Afternoon","aroepala","rappocini","T","R2","NOV","-5.1724693","119.4530673"
"Tuesday","2020","4","15","Morning","insinyur sutami","biringkanaya","T","R2","NOV","-5.0762253","119.515201"
"Wednesday","2020","4","16","Afternoon","bumi karsa","panakkukang","TK","R2","R2","-5.1514551","119.4416216"
"Thursday","2020","4","16","Night","insinyur sutami","tamalanrea","T","R2","NOV","-5.085731","119.4904613"
"Thursday","2020","4","17","Afternoon","urip sumuharjo","panakkukang","TL","R2","R2","-5.1348243","119.4316818"
"Friday","2020","4","17","Morning","veteran utara","makassar","TK","B2","R2","-5.1392193","119.4233132"
"Friday","2020","4","17","Night","veteran utara","makassar","TL","R3","R2","-5.1392193","119.4233132"
"Friday","2020","4","16","Morning","perintis kemerdekaan","tamalanrea","TK","Rro","R2","-5.1402715","119.4832943739"
"Thursday","2020","4","17","Afternoon","datuk ribandang","tallo","TM","R3","NOV","-5.1288411","119.4304187"
"Friday","2020","4","20","Evening","abu bakar lambogo","makassar","T","R2","NOV","-5.1440495","119.4307874"
"Monday","2020","4","19","Morning","sultan alauddin","rappocini","TL","R2","R2","-5.176566","119.4363938"
"Sunday","2020","4","20","Evening","gontang raya","tamalate","T","R2","NOV","-5.1847742","119.4080313"
"Monday","2020","4","21","Morning","gunung bawakaraeng","makassar","TM","TR","NOV","-5.1348657","119.4243319"
"Tuesday","2020","4","21","Morning","citra sudiang indah","biringkanaya","T","R2","NOV","-5.0813602","119.5214361"
"Tuesday","2020","4","22","Afternoon","topaz raya","panakkukang","TK","R3","R2","-5.1547086","119.4412738"
"Wednesday","2020","4","21","Morning","kartini","ujung pandang","TK","R3","R2","-5.136049","119.413662"
"Tuesday","2020","4","24","Evening","paccerakkang","biringkanaya","TK","R2","R2","-5.1239434","119.5224673"
"Friday","2020","4","23","Morning","letjen hertasning","rappocini","TK","R2","R2","-5.1630661","119.4444202"
"Thursday","2020","4","23","Morning","sungai saddang","ujung pandang","TK","R2","R2","-5.1468435","119.4250654"
"Thursday","2020","4","25","Night","dr. leimena","panakkukang","T","R2","NOV","-5.1466131","119.469989"
"Saturday","2020","4","23","Morning","gunung latimojong","makassar","TL","R2","NOV","-5.1405404","119.4208275"
"Thursday","2020","4","25","Evening","abu bakar lambogo","makassar","TL","R2","R2","-5.1440495","119.4307874"
"Saturday","2020","4","26","Afternoon","pajaiang","biringkanaya","T","R2","NOV","-5.1048027","119.5252166"
"Sunday","2020","4","26","Morning","letjen hertasning","panakkukang","TL","R2","R2","-5.1625545","119.4430925"
"Sunday","2020","4","24","Afternoon","urip sumuharjo","panakkukang","TK","R2","R2","-5.1348243","119.4316818"
"Friday","2020","4","26","Morning","maccini raya","makassar","T","R2","NOV","-5.1380386","119.4340109"
"Sunday","2020","4","16","Morning","abu bakar lambogo","makassar","TK","R2","R2","-5.1440495","119.4307874"
"Thursday","2020","4","29","Afternoon","pettarani","panakkukang","TL","TR","R2","-5.1487126","119.4380057"
"Wednesday","2020","4","29","Evening","batara bira","biringkanaya","TK","R3","R2","-5.0884975","119.5063692"
"Wednesday","2020","4","29","Afternoon","manuruki","biringkanaya","TK","R2","R2","-5.1109833","119.5252003"
"Wednesday","2020","4","30","Afternoon","perintis kemerdekaan","tamalanrea","TL","R3","R3","-5.1402715","119.4832943739"
"Thursday","2020","4","30","Afternoon","tamalanrea raya","tamalanrea","TK","R2","R2","-5.1358197","119.5070307"
"Thursday","2020","5","1","Afternoon","perumnas raya","manggala","T","R2","NOV","-5.1671551","119.4804238"
"Friday","2020","5","1","Night","nuri baru","mariso","TK","R2","R2","-5.1676353","119.4072099"
"Friday","2020","4","30","Afternoon","urip sumuharjo","panakkukang","TL","R2","NOV","-5.1348243","119.4316818"
"Thursday","2020","5","2","Afternoon","metro tanjung bunga","tamalate","TK","R3","R3","-5.1661576","119.3917443"
"Saturday","2020","5","3","Morning","berua raya","biringkanaya","TK","R3","R2","-5.1158621","119.5232925"
"Sunday","2020","4","30","Evening","kandea iii","bontoala","TK","R2","R2","-5.1272132","119.4237866"
"Thursday","2020","5","2","Morning","teuku umar raya","tallo","TK","R2","R2","-5.1175544","119.4319332"
"Saturday","2020","5","3","Evening","kumala","tamalate","TL","R2","R2","-5.169866","119.4189942"
"Sunday","2020","5","5","Afternoon","a. makassau","ujung pandang","TK","R3","R3","-5.1386303","119.4085168"
"Tuesday","2020","5","5","Afternoon","perintis kemerdekaan","tamalanrea","TM","R3","NOV","-5.1402715","119.4832943739"
"Tuesday","2020","5","5","Morning","galangan kapal","tallo","TK","TR","R2","-5.112275","119.4309818"
"Tuesday","2020","5","6","Afternoon","aroepala","rappocini","TK","R2","R3","-5.1724693","119.4530673"
"Wednesday","2020","5","8","Afternoon","sawerigading","ujung pandang","TK","R2","R2","-5.1408703","119.4127661"
"Friday","2020","5","8","Morning","toddopuli 10","manggala","TK","R2","R2","-5.1659357","119.4600984"
"Friday","2020","5","6","Evening","janggo paropo","panakkukang","TK","R2","R2","-5.1492387","119.4589298"
"Wednesday","2020","5","9","Afternoon","perintis kemerdekaan","tamalanrea","TL","R2","R2","-5.1402715","119.4832943739"
"Saturday","2020","5","10","Evening","daeng regge","tallo","TM","R2","NOV","-5.1219016","119.4382109"
"Sunday","2020","5","10","Night","abu bakar lambogo","makassar","TK","R2","R3","-5.1440495","119.4307874"
"Sunday","2020","3","4","Morning","waduk tunggu pampang","manggala","TM","R2","NOV","-5.16941925","119.46930765543"
"Wednesday","2020","5","9","Afternoon","pengayoman","panakkukang","T","R2","NOV","-5.1592732","119.4466246"
"Saturday","2020","5","11","Night","perintis kemerdekaan","biringkanaya","TK","R2","R2","-5.117784","119.5110136"
"Monday","2020","5","12","Evening","korban 40.000 jiwa","tallo","T","R2","NOV","-5.1254113","119.4351733"
"Tuesday","2020","5","13","Evening","paccerakkang","biringkanaya","TK","R2","R2","-5.1239434","119.5224673"
"Wednesday","2020","5","13","Morning","korban 40.000 jiwa","tallo","T","R2","NOV","-5.1254113","119.4351733"
"Wednesday","2020","5","14","Evening","urip sumuharjo","panakkukang","TM","R2","NOV","-5.1348243","119.4316818"
"Thursday","2020","5","14","Morning","borong raya","manggala","TK","R3","R2","-5.1620883","119.4635886"
"Thursday","2020","5","15","Evening","perintis kemerdekaan","biringkanaya","TL","R2","R2","-5.117784","119.5110136"
"Friday","2020","5","15","Evening","anggrek","mariso","T","R2","NOV","-5.1637338","119.4075297"
"Friday","2020","5","16","Afternoon","goa ria","biringkanaya","T","R2","NOV","-5.0810812","119.5253813"
"Saturday","2020","5","16","Morning","jenderal ahmad yani","wajo","TK","R2","R3","-5.1329527","119.4103466"
"Saturday","2020","5","17","Afternoon","kesatuan","makassar","T","R2","NOV","-5.1395655","119.4312233"
"Sunday","2020","5","17","Night","perintis kemerdekaan","tamalanrea","T","R2","NOV","-5.1402715","119.4832943739"
"Sunday","2020","5","17","Morning","tamangapa raya","manggala","TK","R2","R2","-5.1767373","119.4843844"
"Sunday","2020","5","18","Night","metro tanjung bunga","mariso","T","R2","NOV","-5.1523252","119.4054678"
"Monday","2020","5","19","Morning","urip sumuharjo","panakkukang","TB","R2","R2","-5.1348243","119.4316818"
"Tuesday","2020","5","18","Night","kumala","tamalate","TK","R3","R4","-5.169866","119.4189942"
"Monday","2020","5","19","Morning","perintis kemerdekaan","tamalanrea","T","R2","NOV","-5.1402715","119.4832943739"
"Tuesday","2020","5","17","Night","veteran selatan","mamajang","TK","R2","R3","-5.162773","119.4212589"
"Sunday","2020","5","17","Evening","sultan alauddin","tamalate","TL","R2","R2","-5.1682367","119.4209823"
"Sunday","2020","5","18","Evening","maccini baru","makassar","TK","R2","R3","-5.1377938","119.4279247"
"Monday","2020","5","19","Evening","metro tanjung bunga","tamalate","T","R2","NOV","-5.1661576","119.3917443"
"Tuesday","2020","5","19","Evening","pelita raya","rappocini","T","R2","NOV","-5.1528655","119.4341715"
"Tuesday","2020","5","21","Evening","goa ria","biringkanaya","TL","R2","NOV","-5.0810812","119.5253813"
"Thursday","2020","5","20","Night","borong raya","manggala","TK","R2","R3","-5.1620883","119.4635886"
"Wednesday","2020","5","21","Evening","pajukukang","tamalate","TK","R2","R2","-5.2019757","119.3874662"
"Thursday","2020","5","21","Afternoon","aroepala","rappocini","TK","R3","R2","-5.1724693","119.4530673"
"Thursday","2020","5","20","Afternoon","waduk tunggu pampang","manggala","T","R2","NOV","-5.16941925","119.46930765543"
"Wednesday","2020","5","22","Afternoon","insinyur sutami","tamalanrea","T","R3","NOV","-5.085731","119.4904613"
"Friday","2020","5","22","Evening","bandang","bontoala","TK","R2","R2","-5.1329092","119.4213666"
"Friday","2020","5","23","Morning","perintis kemerdekaan","biringkanaya","T","R2","NOV","-5.117784","119.5110136"
"Saturday","2020","5","25","Night","kima raya","biringkanaya","T","R2","NOV","-5.1103799","119.5032456"
"Monday","2020","5","25","Morning","mapala","rappocini","TK","R2","R2","-5.1690485","119.4403942"
"Monday","2020","5","23","Afternoon","lanto daeng pasewang","mamajang","TK","R2","R2","-5.1520547","119.4161456"
"Saturday","2020","5","25","Afternoon","sam ratulangi","mamajang","TK","R2","R3","-5.1545939","119.4163683"
"Monday","2020","5","24","Morning","urip sumuharjo","panakkukang","T","R2","NOV","-5.1348243","119.4316818"
"Sunday","2020","5","26","Afternoon","gunung bawakaraeng","bontoala","TK","R2","R2","-5.1348657","119.4243319"
"Tuesday","2020","5","26","Evening","aroepala","rappocini","T","R2","NOV","-5.1724693","119.4530673"
"Tuesday","2020","5","25","Evening","bonto duri","tamalate","T","R2","NOV","-5.1752238","119.4269422"
"Monday","2020","5","25","Night","nipa nipa","manggala","T","R2","NOV","-5.1624042","119.5001015"
"Monday","2020","5","26","Afternoon","metro tanjung bunga","tamalate","TK","R2","R3","-5.1661576","119.3917443"
"Tuesday","2020","5","28","Evening","perintis kemerdekaan","biringkanaya","TK","R3","R2","-5.117784","119.5110136"
"Thursday","2020","5","28","Afternoon","boulevard","panakkukang","TK","R3","B2","-5.1557546","119.4411023"
"Thursday","2020","5","27","Afternoon","cilallang","rappocini","T","R2","NOV","-5.1587967","119.4327675"
"Wednesday","2020","5","28","Evening","perintis kemerdekaan","panakkukang","TM","R2","NOV","-5.1451058","119.4735564"
"Thursday","2020","5","27","Afternoon","poros perumnas sudiang","biringkanaya","T","R2","NOV","-5.102836","119.532664"
"Wednesday","2020","5","28","Morning","letjen hertasning","rappocini","TL","R3","R2","-5.1630661","119.4444202"
"Thursday","2020","5","29","Evening","perintis kemerdekaan","biringkanaya","T","R2","NOV","-5.117784","119.5110136"
"Friday","2020","2","10","Evening","pajukukang","tamalate","TL","R2","TR","-5.2019757","119.3874662"
"Monday","2020","5","28","Morning","andi tonro","tamalate","TL","R2","R2","-5.1719829","119.423857"
"Thursday","2020","5","29","Afternoon","urip sumuharjo","panakkukang","OC","R2","NOV","-5.1348243","119.4316818"
"Friday","2020","5","30","Evening","perintis kemerdekaan","biringkanaya","TK","R2","M","-5.117784","119.5110136"
"Saturday","2020","5","31","Afternoon","perintis kemerdekaan","biringkanaya","TK","R2","R2","-5.117784","119.5110136"
"Sunday","2020","6","1","Afternoon","urip sumuharjo","panakkukang","OC","R2","NOV","-5.1348243","119.4316818"
"Monday","2020","5","29","Afternoon","pettarani","panakkukang","OC","R2","NOV","-5.1487126","119.4380057"
"Friday","2020","5","31","Night","veteran utara","bontoala","TK","R2","R2","-5.1392193","119.4233132"
"Sunday","2020","5","31","Afternoon","urip sumuharjo","panakkukang","OC","R3","NOV","-5.1348243","119.4316818"
"Sunday","2020","6","3","Night","haji bau","ujung pandang","TK","R3","R3","-5.1484105","119.414444"
"Wednesday","2020","6","2","Morning","lembo","tallo","OC","R2","NOV","-5.1192562","119.4228843"
"Tuesday","2020","5","19","Evening","nuri","mariso","TK","R2","R2","-5.1613624","119.4092236"
"Tuesday","2020","6","3","Morning","urip sumuharjo","panakkukang","OC","R2","NOV","-5.1348243","119.4316818"
"Wednesday","2020","6","3","Night","pettarani","panakkukang","TK","R2","R2","-5.1487126","119.4380057"
"Wednesday","2020","6","4","Afternoon","abu bakar lambogo","makassar","OC","R2","NOV","-5.1440495","119.4307874"
"Thursday","2020","6","5","Afternoon","minasa upa","rappocini","TK","R2","R3","-5.1852162","119.4521952"
"Friday","2020","6","5","Night","insinyur sutami","tamalanrea","TK","TR","R2","-5.085731","119.4904613"
"Friday","2020","6","7","Afternoon","pettarani","panakkukang","TL","R2","NOV","-5.1487126","119.4380057"
"Sunday","2020","6","6","Night","goa ria","biringkanaya","TK","R2","R3","-5.0810812","119.5253813"
"Saturday","2020","6","6","Evening","toddopuli raya","panakkukang","TM","R3","NOV","-5.1634474","119.4522972"
"Saturday","2020","6","6","Morning","insinyur sutami","tamalanrea","TK","R2","TR","-5.085731","119.4904613"
"Saturday","2020","6","7","Evening","veteran utara","bontoala","TK","R2","R4","-5.1392193","119.4233132"
"Sunday","2020","6","8","Morning","toddopuli raya","rappocini","TM","TR","NOV","-5.1654636","119.450199"
"Monday","2020","6","8","Evening","kawasan pergudangan parangloe indah","tamalanrea","OC","R2","NOV","-5.10069545","119.48063495647"
"Monday","2020","6","8","Night","inspeksi pam","manggala","OC","R2","NOV","-5.1501163","119.4756964"
"Monday","2020","6","7","Morning","insinyur sutami","biringkanaya","TK","R2","R2","-5.0762253","119.515201"
"Sunday","2020","6","8","Evening","sunu","tallo","TK","R2","R2","-5.1247334","119.4296097"
"Monday","2020","6","9","Afternoon","teuku umar raya","tallo","TK","R3","TR","-5.1175544","119.4319332"
"Tuesday","2020","6","9","Afternoon","letjen hertasning","rappocini","OC","R2","NOV","-5.1630661","119.4444202"
"Tuesday","2020","6","10","Night","biring romang","tamalanrea","OC","R2","NOV","-5.1201558","119.5040303"
"Wednesday","2020","6","10","Morning","daeng tata raya iii","tamalate","TK","R2","R3","-5.1850019","119.423432"
"Wednesday","2020","6","11","Evening","bungaejaya","bontoala","TL","R2","NOV","-5.1213977","119.4201828"
"Thursday","2020","6","13","Morning","arief rate","ujung pandang","OC","R2","NOV","-5.14495","119.4125725"
"Saturday","2020","6","10","Morning","sunu","bontoala","TK","R2","R2","-5.1320485","119.4271119"
"Wednesday","2020","6","11","Evening","urip sumuharjo","panakkukang","TK","R2","R2","-5.1348243","119.4316818"
"Thursday","2020","6","14","Evening","nipa nipa","manggala","TL","R2","R2","-5.1624042","119.5001015"
"Sunday","2020","6","13","Morning","cendrawasih","tamalate","TL","R2","R2","-5.1746041","119.4098365"
"Saturday","2020","6","14","Evening","perintis kemerdekaan","biringkanaya","TK","R3","R3","-5.117784","119.5110136"
"Sunday","2020","6","14","Afternoon","naja dg. nai","tallo","TM","R2","NOV","-5.1262392","119.4426606"
"Sunday","2020","6","15","Night","tinumbu","bontoala","TK","R2","R2","-5.1195488","119.4206733"
"Monday","2020","6","16","Evening","perintis kemerdekaan","biringkanaya","TK","R2","R3","-5.117784","119.5110136"
"Tuesday","2020","6","11","Night","laikang","biringkanaya","TK","R2","R2","-5.1040237","119.5375731"
"Thursday","2020","6","15","Evening","pettarani","panakkukang","TL","R2","R2","-5.1487126","119.4380057"
"Monday","2020","6","21","Afternoon","insinyur sutami","tallo","TL","R3","R3","-5.1150772","119.4212502"
"Sunday","2020","6","20","Evening","nuri","mariso","TL","R2","R2","-5.1613624","119.4092236"
